Date,Open,High,Low,Close,Volume
2020.07.07,12:00,17.12968,17.13617,17.08274,17.08620,4465
2020.07.07,13:00,17.08648,17.10978,17.05220,17.05939,4590
2020.07.07,14:00,17.05963,17.09417,17.04035,17.07595,5762
2020.07.07,15:00,17.07521,17.13170,17.06075,17.10029,6993
2020.07.07,16:00,17.10040,17.11675,17.05961,17.08150,5973
2020.07.07,17:00,17.08190,17.11893,17.06006,17.11354,4454
2020.07.07,18:00,17.11427,17.12688,17.09265,17.10025,4591
2020.07.07,19:00,17.10005,17.12815,17.08658,17.09011,3689
2020.07.07,20:00,17.08808,17.17863,17.08687,17.16355,3170
2020.07.07,21:00,17.16390,17.17783,17.15286,17.16465,1316
2020.07.07,22:05,17.16420,17.16970,17.15789,17.16355,304
2020.07.07,23:05,17.16345,17.17070,17.16280,17.16385,1808
2020.07.08,00:00,17.16405,17.17045,17.15284,17.16465,3307
2020.07.08,01:00,17.16463,17.16860,17.12690,17.16289,3177
2020.07.08,02:00,17.16230,17.16298,17.11289,17.15212,4475
2020.07.08,03:00,17.15201,17.15755,17.13025,17.13427,4621
2020.07.08,04:00,17.13447,17.14812,17.12853,17.14066,1697
2020.07.08,05:00,17.14044,17.16885,17.13917,17.16146,1823
2020.07.08,06:00,17.16132,17.16555,17.14580,17.16425,846
2020.07.08,07:00,17.16415,17.21115,17.13330,17.14134,5990
2020.07.08,08:00,17.14142,17.16502,17.04605,17.05458,5816
2020.07.08,09:00,17.05459,17.09617,17.04146,17.07525,5400
2020.07.08,10:00,17.07486,17.11307,17.06782,17.08366,4359
2020.07.08,11:00,17.08371,17.09540,17.01928,17.02120,2734
2020.07.08,12:00,17.02095,17.03484,16.96198,16.98753,3585
2020.07.08,13:00,16.98720,17.01940,16.96282,16.97818,3694
2020.07.08,14:00,16.97797,17.00694,16.96002,16.97153,6294
2020.07.08,15:00,16.97151,17.02480,16.96980,17.00740,8409
2020.07.08,16:00,17.00802,17.04242,16.97466,16.98047,8485
2020.07.08,17:00,16.97990,16.99085,16.95415,16.97047,5253
2020.07.08,18:00,16.96935,17.00764,16.96400,16.99814,4497
2020.07.08,19:00,16.99829,16.99942,16.93847,16.94195,4341
2020.07.08,20:00,16.94190,16.95355,16.93556,16.94200,4688
2020.07.08,21:00,16.94160,16.95086,16.91395,16.93640,1112
2020.07.08,22:05,16.93660,16.94732,16.92635,16.93550,627
2020.07.08,23:05,16.93534,16.94612,16.92900,16.94359,2534
2020.07.09,00:00,16.94425,16.94560,16.92813,16.93297,2598
2020.07.09,01:00,16.93236,16.93468,16.90735,16.92800,3857
2020.07.09,02:00,16.92820,16.94698,16.92431,16.94225,3835
2020.07.09,03:00,16.94164,16.94885,16.93335,16.93645,4559
2020.07.09,04:00,16.93655,16.94773,16.92651,16.92819,4053
2020.07.09,05:00,16.92816,16.92920,16.90732,16.92019,5577
2020.07.09,06:00,16.92039,16.93933,16.91570,16.91760,2948
2020.07.09,07:00,16.91743,16.96981,16.90750,16.93743,5774
2020.07.09,08:00,16.93748,16.93946,16.84965,16.85705,6251
2020.07.09,09:00,16.85725,16.86213,16.81500,16.84380,6105
2020.07.09,10:00,16.84375,16.86920,16.83890,16.86915,5839
2020.07.09,11:00,16.86920,16.87702,16.83318,16.86462,5038
2020.07.09,12:00,16.86453,16.86669,16.80370,16.82735,5258
2020.07.09,13:00,16.82754,16.82754,16.79457,16.80048,5113
2020.07.09,14:00,16.80052,16.85649,16.80021,16.84034,6740
2020.07.09,15:00,16.84039,16.91605,16.80576,16.91044,8761
2020.07.09,16:00,16.91054,16.94154,16.89412,16.91300,9287
2020.07.09,17:00,16.91350,16.91887,16.87162,16.87184,5150
2020.07.09,18:00,16.87242,16.88384,16.83728,16.85625,4512
2020.07.09,19:00,16.85641,16.86844,16.82120,16.82721,3586
2020.07.09,20:00,16.82615,16.85415,16.81156,16.84107,4828
2020.07.09,21:00,16.84058,16.85286,16.81935,16.82335,892
2020.07.09,22:05,16.80800,16.85905,16.80800,16.84880,263
2020.07.09,23:05,16.83592,16.85991,16.82461,16.83349,1953
2020.07.10,00:00,16.83314,16.84679,16.82535,16.83805,1603
2020.07.10,01:00,16.82802,16.87869,16.82775,16.87650,3420
2020.07.10,02:00,16.87600,16.88067,16.85652,16.85692,3449
2020.07.10,03:00,16.85717,16.88150,16.84722,16.87815,3652
2020.07.10,04:00,16.87805,16.88110,16.86776,16.87188,3118
2020.07.10,05:00,16.87161,16.89189,16.86519,16.88532,5345
2020.07.10,06:00,16.88520,16.94950,16.88510,16.94841,5204
2020.07.10,07:00,16.94925,16.96935,16.91890,16.94932,4639
2020.07.10,08:00,16.94880,16.95234,16.87770,16.90120,6160
2020.07.10,09:00,16.90115,16.90888,16.85315,16.90315,4879
2020.07.10,10:00,16.90320,16.94054,16.89481,16.91851,4633
2020.07.10,11:00,16.91859,16.95435,16.90992,16.91497,3831
2020.07.10,12:00,16.91508,16.92436,16.88730,16.92026,3603
2020.07.10,13:00,16.91795,16.93996,16.86490,16.87215,6289
2020.07.10,14:00,16.87238,16.87238,16.79111,16.84238,8351
2020.07.10,15:00,16.84425,16.86631,16.73930,16.75415,7220
2020.07.10,16:00,16.75492,16.77719,16.74331,16.75234,6446
2020.07.10,17:00,16.75239,16.77916,16.75185,16.77340,6503
2020.07.10,18:00,16.77350,16.77749,16.74422,16.75933,3699
2020.07.10,19:00,16.75919,16.77085,16.74357,16.76675,3898
2020.07.10,20:00,16.76601,16.78310,16.74887,16.76860,3811
2020.07.10,21:00,16.76864,16.78465,16.74824,16.75110,4731
2020.07.12,22:05,16.77040,16.79225,16.74575,16.74881,1127
2020.07.12,23:05,16.74775,16.82070,16.74102,16.81920,9500
2020.07.13,00:00,16.81830,16.83040,16.80620,16.80960,5438
2020.07.13,01:00,16.80940,16.81610,16.80016,16.80088,1185
2020.07.13,02:00,16.80046,16.80091,16.76305,16.77828,1373
2020.07.13,03:00,16.77825,16.77891,16.74426,16.75340,1509
2020.07.13,04:00,16.75360,16.75484,16.74512,16.74760,1241
2020.07.13,05:00,16.74725,16.74819,16.74075,16.74265,1009
2020.07.13,06:00,16.74275,16.74311,16.71037,16.72000,1687
2020.07.13,07:00,16.71978,16.75430,16.70489,16.70663,3387
2020.07.13,08:00,16.70686,16.75840,16.70192,16.73073,6516
2020.07.13,09:00,16.73070,16.80201,16.72220,16.78089,5433
2020.07.13,10:00,16.78091,16.81255,16.75700,16.79151,5735
2020.07.13,11:00,16.79115,16.79924,16.72590,16.73815,5894
2020.07.13,12:00,16.73825,16.76101,16.72150,16.73270,6057
2020.07.13,13:00,16.73306,16.78383,16.72908,16.76764,6022
2020.07.13,14:00,16.76781,16.77481,16.71495,16.74377,8596
2020.07.13,15:00,16.74372,16.75625,16.65705,16.67111,7527
2020.07.13,16:00,16.67145,16.70968,16.67003,16.69470,6078
2020.07.13,17:00,16.69500,16.71046,16.69408,16.70119,5891
2020.07.13,18:00,16.70113,16.72710,16.68963,16.72590,2626
2020.07.13,19:00,16.72586,16.76485,16.72399,16.73182,4856
2020.07.13,20:00,16.73210,16.84307,16.73078,16.83115,7908
2020.07.13,21:00,16.83086,16.85521,16.82620,16.85230,2250
2020.07.13,22:05,16.82290,16.85523,16.81622,16.84118,1502
2020.07.13,23:05,16.84073,16.84552,16.81880,16.82420,2352
2020.07.14,00:00,16.82443,16.84276,16.81952,16.83782,1632
2020.07.14,01:00,16.83807,16.86060,16.83689,16.84814,742
2020.07.14,02:00,16.85007,16.86815,16.84534,16.84883,699
2020.07.14,03:00,16.84896,16.86355,16.84796,16.84800,440
2020.07.14,04:00,16.84830,16.85196,16.84294,16.84648,123
2020.07.14,05:00,16.84560,16.85525,16.84293,16.85292,209
2020.07.14,06:00,16.85240,16.86392,16.84049,16.85520,1160
2020.07.14,07:00,16.85494,16.86273,16.80739,16.82785,3523
2020.07.14,08:00,16.82837,16.88450,16.79677,16.87424,5343
2020.07.14,09:00,16.87427,16.87498,16.81270,16.81644,5762
2020.07.14,10:00,16.81630,16.85163,16.78970,16.80630,5963
2020.07.14,11:00,16.80729,16.84035,16.78928,16.79130,5959
2020.07.14,12:00,16.79180,16.82383,16.75983,16.77539,3708
2020.07.14,13:00,16.77555,16.82375,16.75106,16.81815,5987
2020.07.14,14:00,16.81910,16.85682,16.76192,16.77000,11103
2020.07.14,15:00,16.76970,16.80161,16.72686,16.79615,10814
2020.07.14,16:00,16.79662,16.82205,16.74794,16.75358,9411
2020.07.14,17:00,16.75380,16.77640,16.73190,16.75250,4554
2020.07.14,18:00,16.75240,16.76570,16.73097,16.74593,4833
2020.07.14,19:00,16.74646,16.76826,16.72645,16.76100,4846
2020.07.14,20:00,16.76012,16.77560,16.74138,16.74438,3490
2020.07.14,21:00,16.74403,16.75360,16.72655,16.73174,849
2020.07.14,22:05,16.72725,16.75091,16.70860,16.72723,273
2020.07.14,23:05,16.72650,16.72740,16.70500,16.71180,514
2020.07.15,00:00,16.71185,16.71645,16.70953,16.71080,1374
2020.07.15,01:00,16.71075,16.71085,16.66125,16.68160,2842
2020.07.15,02:00,16.68155,16.68350,16.65687,16.66679,1833
2020.07.15,03:00,16.66684,16.70559,16.66425,16.69510,2086
2020.07.15,04:00,16.69500,16.72039,16.69390,16.71027,1387
2020.07.15,05:00,16.71052,16.71057,16.69475,16.69632,4261
2020.07.15,06:00,16.69675,16.70464,16.67904,16.68295,5380
2020.07.15,07:00,16.68175,16.69907,16.65095,16.69446,4004
2020.07.15,08:00,16.69411,16.70574,16.62350,16.63633,6230
2020.07.15,09:00,16.63670,16.65882,16.60731,16.61736,5163
2020.07.15,10:00,16.61685,16.63410,16.61123,16.62941,5239
2020.07.15,11:00,16.62986,16.63064,16.54177,16.54500,5198
2020.07.15,12:00,16.54550,16.55067,16.51942,16.52251,4748
2020.07.15,13:00,16.52243,16.53113,16.50675,16.52661,5547
2020.07.15,14:00,16.52732,16.59716,16.52512,16.58835,8136
2020.07.15,15:00,16.58846,16.59434,16.52295,16.53500,8919
2020.07.15,16:00,16.53430,16.59610,16.53199,16.58819,7998
2020.07.15,17:00,16.58805,16.61426,16.58635,16.60821,7364
2020.07.15,18:00,16.60823,16.61261,16.57785,16.61261,3435
2020.07.15,19:00,16.61310,16.61906,16.60121,16.60800,4452
2020.07.15,20:00,16.60852,16.61157,16.59000,16.59380,5522
2020.07.15,21:00,16.59390,16.60506,16.57873,16.58744,1278
2020.07.15,22:05,16.55976,16.58860,16.55160,16.57782,256
2020.07.15,23:05,16.57822,16.58728,16.56753,16.58540,184
2020.07.16,00:00,16.57288,16.58734,16.57092,16.58180,1158
2020.07.16,01:00,16.58185,16.60545,16.57695,16.60501,1132
2020.07.16,02:00,16.60524,16.62260,16.59834,16.62030,1787
2020.07.16,03:00,16.62085,16.67000,16.61054,16.65650,2638
2020.07.16,04:00,16.65640,16.66431,16.65335,16.65675,1518
2020.07.16,05:00,16.65532,16.65755,16.64667,16.64875,614
2020.07.16,06:00,16.64947,16.66200,16.64200,16.64225,1355
2020.07.16,07:00,16.64244,16.69110,16.63424,16.67600,4254
2020.07.16,08:00,16.67495,16.68824,16.64175,16.66878,6878
2020.07.16,09:00,16.66870,16.72070,16.64702,16.67185,5417
2020.07.16,10:00,16.67204,16.69150,16.66025,16.68812,5541
2020.07.16,11:00,16.68786,16.69113,16.65970,16.67934,3666
2020.07.16,12:00,16.68050,16.68610,16.64872,16.65137,3894
2020.07.16,13:00,16.65130,16.67638,16.64762,16.65159,6899
2020.07.16,14:00,16.65181,16.66635,16.61949,16.65151,7904
2020.07.16,15:00,16.65080,16.66170,16.59205,16.63798,8038
2020.07.16,16:00,16.63814,16.66294,16.63355,16.64046,4176
2020.07.16,17:00,16.64020,16.70249,16.63968,16.70017,3379
2020.07.16,18:00,16.70049,16.75175,16.69195,16.73825,2994
2020.07.16,19:00,16.73835,16.77768,16.73491,16.76544,2921
2020.07.16,20:00,16.76470,16.78263,16.75724,16.76565,2890
2020.07.16,21:00,16.76534,16.77230,16.73375,16.73705,737
2020.07.16,22:05,16.73628,16.76410,16.73628,16.76201,280
2020.07.16,23:05,16.76303,16.76303,16.74671,16.75702,996
2020.07.17,00:00,16.75679,16.76332,16.73587,16.74220,1568
2020.07.17,01:00,16.74126,16.74126,16.72419,16.72800,1075
2020.07.17,02:00,16.72791,16.74753,16.72701,16.73198,1537
2020.07.17,03:00,16.73204,16.73677,16.72380,16.73289,1283
2020.07.17,04:00,16.73288,16.73592,16.71998,16.72118,3891
2020.07.17,05:00,16.72129,16.72532,16.71449,16.71868,1271
2020.07.17,06:00,16.71848,16.73560,16.71780,16.73045,807
2020.07.17,07:00,16.73097,16.75774,16.70490,16.75494,4108
2020.07.17,08:00,16.75529,16.76111,16.70715,16.74860,4810
2020.07.17,09:00,16.74970,16.75220,16.69505,16.69943,4459
2020.07.17,10:00,16.69884,16.72234,16.67680,16.70540,3337
2020.07.17,11:00,16.70570,16.70930,16.64880,16.65046,3945
2020.07.17,12:00,16.65037,16.67627,16.64974,16.67537,6347
2020.07.17,13:00,16.67550,16.69632,16.65546,16.69320,4150
2020.07.17,14:00,16.69333,16.70431,16.66874,16.67200,7000
2020.07.17,15:00,16.67240,16.70062,16.65741,16.66007,5913
2020.07.17,16:00,16.66026,16.67929,16.63475,16.66004,3905
2020.07.17,17:00,16.66050,16.66926,16.64993,16.66225,3254
2020.07.17,18:00,16.66192,16.68038,16.66032,16.68038,2522
2020.07.17,19:00,16.68015,16.69438,16.67845,16.68494,2218
2020.07.17,20:00,16.68491,16.69508,16.67374,16.68710,2112
2020.07.17,21:00,16.68700,16.69580,16.66345,16.66645,1721
2020.07.19,22:05,16.65215,16.67145,16.61790,16.65488,92
2020.07.19,23:05,16.65446,16.69940,16.59795,16.69140,222
2020.07.20,00:00,16.69070,16.69765,16.66482,16.67335,1098
2020.07.20,01:00,16.67325,16.69700,16.66868,16.69495,14839
2020.07.20,02:00,16.69530,16.76505,16.68537,16.75587,8888
2020.07.20,03:00,16.75638,16.76259,16.73826,16.74109,4643
2020.07.20,04:00,16.74104,16.74224,16.73615,16.73912,841
2020.07.20,05:00,16.73908,16.74180,16.73636,16.73869,574
2020.07.20,06:00,16.73811,16.74175,16.71119,16.71415,3689
2020.07.20,07:00,16.71427,16.72206,16.69051,16.71318,3894
2020.07.20,08:00,16.71399,16.75773,16.70220,16.71425,6464
2020.07.20,09:00,16.71410,16.73586,16.67370,16.68074,5964
2020.07.20,10:00,16.68050,16.68570,16.65786,16.66465,4820
2020.07.20,11:00,16.66500,16.69093,16.66042,16.68356,4932
2020.07.20,12:00,16.68338,16.70535,16.66010,16.70398,5042
2020.07.20,13:00,16.70385,16.73868,16.69915,16.73220,7992
2020.07.20,14:00,16.73230,16.73290,16.67202,16.70851,7349
2020.07.20,15:00,16.70897,16.71300,16.66073,16.67354,8386
2020.07.20,16:00,16.67330,16.69479,16.66885,16.67275,4948
2020.07.20,17:00,16.67250,16.68080,16.65445,16.68029,2966
2020.07.20,18:00,16.68043,16.69348,16.67988,16.68380,3263
2020.07.20,19:00,16.68390,16.68496,16.64280,16.64921,4799
2020.07.20,20:00,16.64895,16.65810,16.64211,16.65000,1450
2020.07.20,21:00,16.64852,16.65513,16.60865,16.61835,1282
2020.07.20,22:05,16.60600,16.63085,16.60295,16.62815,412
2020.07.20,23:05,16.62765,16.63331,16.60322,16.63177,15235
2020.07.21,00:00,16.63145,16.63145,16.61030,16.61860,3353
2020.07.21,01:00,16.62020,16.62020,16.59996,16.60540,1057
2020.07.21,02:00,16.60550,16.60912,16.60033,16.60375,945
2020.07.21,03:00,16.60506,16.61099,16.59861,16.60687,690
2020.07.21,04:00,16.60655,16.61197,16.60030,16.60740,518
2020.07.21,05:00,16.60725,16.61955,16.60675,16.61375,607
2020.07.21,06:00,16.61382,16.63940,16.60266,16.60622,1107
2020.07.21,07:00,16.60570,16.61686,16.55080,16.55230,2568
2020.07.21,08:00,16.55260,16.56860,16.51054,16.55055,5766
2020.07.21,09:00,16.55025,16.56200,16.52100,16.54432,3315
2020.07.21,10:00,16.54426,16.55916,16.51258,16.52100,3411
2020.07.21,11:00,16.52102,16.52308,16.46240,16.47790,3093
2020.07.21,12:00,16.47754,16.50575,16.47135,16.48919,3657
2020.07.21,13:00,16.48890,16.50570,16.45552,16.47181,4550
2020.07.21,14:00,16.47182,16.51310,16.46275,16.48829,6366
2020.07.21,15:00,16.48811,16.49817,16.46027,16.47150,7586
2020.07.21,16:00,16.47148,16.47375,16.42657,16.46305,5465
2020.07.21,17:00,16.46315,16.47246,16.44050,16.44280,3638
2020.07.21,18:00,16.44304,16.45869,16.41028,16.41199,2376
2020.07.21,19:00,16.41150,16.41150,16.36959,16.37245,2552
2020.07.21,20:00,16.37488,16.42395,16.35954,16.39872,3719
2020.07.21,21:00,16.39884,16.41960,16.39559,16.39559,1271
2020.07.21,22:05,16.39670,16.42900,16.39490,16.41796,414
2020.07.21,23:05,16.41971,16.42293,16.39880,16.41242,890
2020.07.22,00:00,16.40103,16.41796,16.40103,16.41326,1891
2020.07.22,01:00,16.41347,16.42510,16.40634,16.41795,1475
2020.07.22,02:00,16.41815,16.42398,16.38940,16.38980,1264
2020.07.22,03:00,16.38960,16.38980,16.37864,16.38260,458
2020.07.22,04:00,16.38256,16.39615,16.38241,16.39393,2207
2020.07.22,05:00,16.39275,16.40278,16.38925,16.39932,519
2020.07.22,06:00,16.39918,16.40910,16.38770,16.38877,1633
2020.07.22,07:00,16.38851,16.46225,16.38363,16.42727,5135
2020.07.22,08:00,16.42718,16.52270,16.39880,16.49507,7953
2020.07.22,09:00,16.49757,16.51565,16.46630,16.47537,8992
2020.07.22,10:00,16.47522,16.49088,16.43243,16.46114,6219
2020.07.22,11:00,16.46055,16.47377,16.44029,16.44775,5846
2020.07.22,12:00,16.44765,16.44925,16.36160,16.36354,5794
2020.07.22,13:00,16.36356,16.38630,16.34135,16.37791,6774
2020.07.22,14:00,16.37787,16.42915,16.37494,16.37828,8084
2020.07.22,15:00,16.37874,16.43759,16.37396,16.42384,7876
2020.07.22,16:00,16.42411,16.46441,16.41994,16.45706,8936
2020.07.22,17:00,16.45663,16.47005,16.44113,16.46357,4583
2020.07.22,18:00,16.46348,16.49972,16.44932,16.49141,3240
2020.07.22,19:00,16.49126,16.50128,16.46742,16.49826,3799
2020.07.22,20:00,16.49726,16.49726,16.47110,16.47602,1310
2020.07.22,21:00,16.47613,16.49279,16.47037,16.48370,1407
2020.07.22,22:05,16.42100,16.45823,16.41591,16.43630,115
2020.07.22,23:05,16.43479,16.45960,16.42123,16.42958,1091
2020.07.23,00:00,16.42867,16.48660,16.42109,16.48175,3984
2020.07.23,01:00,16.48171,16.48475,16.46520,16.47321,9509
2020.07.23,02:00,16.47439,16.47687,16.45754,16.46840,10059
2020.07.23,03:00,16.46862,16.50042,16.46400,16.49275,3917
2020.07.23,04:00,16.49350,16.49425,16.46815,16.47035,3981
2020.07.23,05:00,16.47025,16.47473,16.45686,16.46020,3272
2020.07.23,06:00,16.46019,16.46814,16.45502,16.45713,1438
2020.07.23,07:00,16.45698,16.45935,16.41442,16.41909,3205
2020.07.23,08:00,16.41975,16.49630,16.40278,16.44548,5149
2020.07.23,09:00,16.44561,16.48343,16.44063,16.48148,4595
2020.07.23,10:00,16.48094,16.57285,16.47745,16.54434,3511
2020.07.23,11:00,16.54480,16.61080,16.53952,16.55130,3313
2020.07.23,12:00,16.55146,16.63629,16.53847,16.61654,3762
2020.07.23,13:00,16.61655,16.69526,16.60257,16.69184,5671
2020.07.23,14:00,16.69182,16.69320,16.52507,16.55091,5890
2020.07.23,15:00,16.55101,16.59009,16.52462,16.54450,4778
2020.07.23,16:00,16.54490,16.56724,16.51110,16.55163,6265
2020.07.23,17:00,16.55122,16.62852,16.55045,16.62070,4822
2020.07.23,18:00,16.62152,16.69598,16.59995,16.66691,4853
2020.07.23,19:00,16.66690,16.69308,16.64455,16.65378,4684
2020.07.23,20:00,16.65390,16.69360,16.64458,16.65547,3214
2020.07.23,21:00,16.65517,16.67515,16.64145,16.64145,1566
2020.07.23,22:05,16.63887,16.63887,16.59309,16.62085,696
2020.07.23,23:05,16.61922,16.65954,16.57569,16.61119,3780
2020.07.24,00:00,16.61065,16.66444,16.61065,16.64885,1760
2020.07.24,01:00,16.64715,16.64792,16.62835,16.62850,1318
2020.07.24,02:00,16.62849,16.64560,16.61150,16.62904,1349
2020.07.24,03:00,16.62875,16.65140,16.62850,16.64821,1954
2020.07.24,04:00,16.64811,16.68148,16.64155,16.67944,2195
2020.07.24,05:00,16.67960,16.69840,16.67879,16.69628,894
2020.07.24,06:00,16.69640,16.73438,16.69640,16.71600,1143
2020.07.24,07:00,16.71475,16.71475,16.65108,16.66551,4544
2020.07.24,08:00,16.66600,16.80724,16.66402,16.75674,7667
2020.07.24,09:00,16.75690,16.78860,16.72671,16.73834,6052
2020.07.24,10:00,16.73710,16.75610,16.71610,16.73425,5965
2020.07.24,11:00,16.73445,16.78915,16.71288,16.77349,5447
2020.07.24,12:00,16.77364,16.78761,16.74280,16.75799,6212
2020.07.24,13:00,16.75800,16.76924,16.68820,16.70515,8114
2020.07.24,14:00,16.70525,16.74643,16.68436,16.71175,8833
2020.07.24,15:00,16.71171,16.71486,16.64774,16.67880,8773
2020.07.24,16:00,16.67864,16.70326,16.66857,16.69676,7316
2020.07.24,17:00,16.69614,16.71978,16.65646,16.66450,5019
2020.07.24,18:00,16.66420,16.69190,16.65340,16.66135,4375
2020.07.24,19:00,16.66131,16.66898,16.64752,16.65114,3231
2020.07.24,20:00,16.65406,16.69204,16.64495,16.66910,4659
2020.07.24,21:00,16.66890,16.67684,16.62593,16.63225,2291
2020.07.26,22:05,16.69760,16.69959,16.67550,16.68455,181
2020.07.26,23:05,16.67650,16.73715,16.65717,16.66475,2231
2020.07.27,00:00,16.66355,16.68926,16.66355,16.66988,1317
2020.07.27,01:00,16.66973,16.67164,16.63075,16.63355,1492
2020.07.27,02:00,16.63360,16.63587,16.58530,16.59000,1683
2020.07.27,03:00,16.58990,16.62347,16.58519,16.59129,1395
2020.07.27,04:00,16.59037,16.59485,16.56939,16.57844,1651
2020.07.27,05:00,16.57850,16.57854,16.56224,16.57221,2560
2020.07.27,06:00,16.57314,16.60815,16.57062,16.59951,1978
2020.07.27,07:00,16.60001,16.60004,16.52700,16.54085,3312
2020.07.27,08:00,16.54093,16.58465,16.52517,16.55770,5959
2020.07.27,09:00,16.55795,16.55940,16.50695,16.53075,6049
2020.07.27,10:00,16.53047,16.54116,16.45541,16.45673,3614
2020.07.27,11:00,16.45657,16.47726,16.43108,16.43177,4801
2020.07.27,12:00,16.43212,16.45735,16.43025,16.43595,4545
2020.07.27,13:00,16.43575,16.48014,16.43379,16.46057,5627
2020.07.27,14:00,16.46074,16.50214,16.44390,16.45939,6824
2020.07.27,15:00,16.45925,16.46953,16.39367,16.39723,6630
2020.07.27,16:00,16.39773,16.42983,16.38953,16.42207,4880
2020.07.27,17:00,16.42204,16.44035,16.39495,16.43037,2838
2020.07.27,18:00,16.43051,16.44703,16.41766,16.42113,1916
2020.07.27,19:00,16.42074,16.44687,16.40083,16.43551,2192
2020.07.27,20:00,16.43591,16.46825,16.43340,16.44805,3214
2020.07.27,21:00,16.45051,16.45160,16.39925,16.39925,3991
2020.07.27,22:05,16.40600,16.42986,16.40300,16.42305,297
2020.07.27,23:05,16.42315,16.42917,16.40512,16.41047,738
2020.07.28,00:00,16.41175,16.41675,16.40267,16.40275,147
2020.07.28,01:00,16.40329,16.41842,16.40170,16.40421,1466
2020.07.28,02:00,16.40390,16.40475,16.35950,16.38666,1618
2020.07.28,03:00,16.38659,16.38962,16.36569,16.38805,2341
2020.07.28,04:00,16.38795,16.43949,16.38672,16.43200,2027
2020.07.28,05:00,16.43240,16.45636,16.42836,16.45100,3706
2020.07.28,06:00,16.45130,16.48080,16.44820,16.45250,5442
2020.07.28,07:00,16.45275,16.47685,16.41604,16.46793,6535
2020.07.28,08:00,16.46814,16.53655,16.43272,16.53480,6892
2020.07.28,09:00,16.53507,16.53567,16.48240,16.49420,6545
2020.07.28,10:00,16.49420,16.52313,16.46804,16.50507,5791
2020.07.28,11:00,16.50509,16.55092,16.50260,16.51542,7302
2020.07.28,12:00,16.51497,16.60550,16.50617,16.59027,6056
2020.07.28,13:00,16.59002,16.59633,16.54170,16.55340,7298
2020.07.28,14:00,16.55360,16.58918,16.52432,16.58249,8734
2020.07.28,15:00,16.58196,16.59000,16.52920,16.54126,10777
2020.07.28,16:00,16.54148,16.56696,16.51467,16.54826,7073
2020.07.28,17:00,16.54831,16.56558,16.51180,16.51589,4079
2020.07.28,18:00,16.51569,16.52982,16.49294,16.49479,4500
2020.07.28,19:00,16.49469,16.52675,16.47945,16.49295,5019
2020.07.28,20:00,16.49335,16.54665,16.48480,16.53187,5627
2020.07.28,21:00,16.53209,16.54027,16.50815,16.52175,2753
2020.07.28,22:05,16.49880,16.52734,16.49880,16.50932,400
2020.07.28,23:05,16.50877,16.51180,16.47525,16.49996,1998
2020.07.29,00:00,16.50725,16.52581,16.49076,16.50164,2457
2020.07.29,01:00,16.50228,16.52112,16.48958,16.49400,2826
2020.07.29,02:00,16.49350,16.53100,16.48628,16.50519,2205
2020.07.29,03:00,16.50534,16.51561,16.47457,16.48145,3962
2020.07.29,04:00,16.48055,16.48815,16.47244,16.47682,1916
2020.07.29,05:00,16.47809,16.49955,16.47301,16.49785,3049
2020.07.29,06:00,16.49795,16.50635,16.48283,16.48770,2311
2020.07.29,07:00,16.48760,16.49139,16.44502,16.46166,3054
2020.07.29,08:00,16.46142,16.46204,16.38115,16.43465,6169
2020.07.29,09:00,16.43164,16.44073,16.40628,16.43585,4986
2020.07.29,10:00,16.43595,16.47101,16.43265,16.46442,4076
2020.07.29,11:00,16.46430,16.48275,16.45309,16.46388,5465
2020.07.29,12:00,16.46423,16.49375,16.45536,16.47991,4756
2020.07.29,13:00,16.47995,16.53098,16.47992,16.50180,5866
2020.07.29,14:00,16.50160,16.52090,16.47360,16.50103,8067
2020.07.29,15:00,16.50106,16.56827,16.48110,16.52315,6389
2020.07.29,16:00,16.52355,16.53775,16.49691,16.50361,5913
2020.07.29,17:00,16.50356,16.55137,16.50070,16.55025,3605
2020.07.29,18:00,16.55035,16.57569,16.54455,16.55586,3233
2020.07.29,19:00,16.55500,16.62279,16.52861,16.61426,4809
2020.07.29,20:00,16.61404,16.62294,16.54745,16.55788,6370
2020.07.29,21:00,16.55805,16.55821,16.51974,16.53265,1850
2020.07.29,22:05,16.52635,16.54532,16.51979,16.54532,1400
2020.07.29,23:05,16.54314,16.55165,16.51354,16.54759,3667
2020.07.30,00:00,16.54333,16.55937,16.52138,16.55312,2317
2020.07.30,01:00,16.55265,16.57274,16.54190,16.55446,3419
2020.07.30,02:00,16.55456,16.57882,16.54859,16.57316,4131
2020.07.30,03:00,16.57311,16.59100,16.56849,16.58488,3004
2020.07.30,04:00,16.58430,16.58524,16.56384,16.58428,2822
2020.07.30,05:00,16.58425,16.60094,16.57849,16.60094,2345
2020.07.30,06:00,16.60071,16.65480,16.60032,16.65282,2540
2020.07.30,07:00,16.65271,16.72095,16.64066,16.70028,6804
2020.07.30,08:00,16.70040,16.80087,16.69880,16.76656,7126
2020.07.30,09:00,16.76645,16.80240,16.75640,16.79972,9008
2020.07.30,10:00,16.80015,16.84938,16.75311,16.77109,6610
2020.07.30,11:00,16.77104,16.82540,16.77093,16.81440,5315
2020.07.30,12:00,16.81510,16.81510,16.76900,16.77807,8872
2020.07.30,13:00,16.77740,16.82380,16.76514,16.77529,7471
2020.07.30,14:00,16.77519,16.82170,16.74870,16.81885,10960
2020.07.30,15:00,16.81860,16.94690,16.81485,16.87760,12644
